Date,Price,Open,High,Low,Vol.,Change %,Change(2),,,,,
1/23/2025,84.73,84.39,85.55,84.12,4.04M,0.47%,0.5%,,,,,
1/24/2025,85.79,84.46,86.34,84.42,4.31M,1.25%,1.3%,,,,,
1/27/2025,85.9,85.2,85.93,84.72,2.96M,0.13%,0.1%,,,,,
1/28/2025,86.34,85.41,86.69,85.39,3.25M,0.51%,0.5%,,,,,
1/29/2025,86.04,85.83,87.7,85.83,3.40M,-0.35%,0.4%,,,,,
1/30/2025,86.5,86.73,87.53,86.05,2.86M,0.53%,0.5%,,,,,
1/31/2025,85.93,86.44,86.87,85.78,3.91M,-0.66%,0.7%,,,,,
2/3/2025,85.19,84.61,85.65,83.75,3.50M,-0.86%,0.9%,,,,,
2/4/2025,84.86,85.03,85.28,84.42,3.10M,-0.39%,0.4%,,,,,
2/5/2025,85.74,85.39,85.97,84.89,3.22M,1.04%,1.0%,,,,,
2/6/2025,86.4,86.31,86.5,85.83,2.48M,0.77%,0.8%,,,,,
2/7/2025,86.15,86.6,86.98,85.91,3.44M,-0.29%,0.3%,,,,,
2/10/2025,85.03,86.15,86.39,84.68,2.45M,-1.30%,1.3%,,,,,
2/11/2025,85.5,84.85,85.58,84.44,2.33M,0.55%,0.6%,,,,,
2/12/2025,85.32,84.75,85.72,84.34,2.96M,-0.21%,0.2%,,,,,
2/13/2025,86.88,85.73,87.21,85.51,3.37M,1.83%,1.8%,,,,,
2/14/2025,87.84,87.4,88.25,87.28,5.10M,1.10%,1.1%,,,,,
2/18/2025,88.9,88.87,89.44,88.11,6.67M,1.21%,1.2%,,,,,
2/19/2025,88.31,88.41,88.93,87.59,4.06M,-0.66%,0.7%,,,,,
2/20/2025,87.16,88.5,88.53,86.02,5.92M,-1.30%,1.3%,,,,,
2/21/2025,87.25,87.49,87.89,86.84,5.99M,0.10%,0.1%,,,,,
2/24/2025,88.01,87.48,88.39,86.56,6.67M,0.87%,0.9%,,,,,
2/25/2025,86.75,88.38,88.43,85.86,5.94M,-1.43%,1.4%,,,,,
2/26/2025,86.34,87.19,88.16,86.18,3.71M,-0.47%,0.5%,,,,,
2/27/2025,86.89,86.7,87.99,86.45,3.08M,0.64%,0.6%,,,,,
2/28/2025,88.95,87.2,88.95,87.06,7.19M,2.37%,2.4%,,,,,
3/3/2025,88.35,89.59,90.34,87.7,4.38M,-0.67%,0.7%,,,,,
3/4/2025,85.54,87.44,87.87,84.3,4.97M,-3.18%,3.2%,,,,,
3/5/2025,86.56,85.66,87.18,85.18,4.39M,1.19%,1.2%,,,,,
3/6/2025,84.69,85.53,86.05,83.97,3.66M,-2.16%,2.2%,,,,,
3/7/2025,85.84,84.31,86.14,83.89,6.46M,1.36%,1.4%,,,,,
3/10/2025,84.24,83.85,86.58,83.36,5.26M,-1.86%,1.9%,,,,,
3/11/2025,81.05,83.87,84.11,80.79,8.53M,-3.79%,3.8%,,,,,
3/12/2025,80.76,82,82.07,79.24,5.49M,-0.36%,0.4%,,,,,
3/13/2025,79.66,81.08,81.08,79.25,4.16M,-1.36%,1.4%,,,,,
3/14/2025,81.75,80.36,81.95,79.91,4.35M,2.62%,2.6%,,,,,
3/17/2025,82.42,81.69,83.23,81.43,4.50M,0.82%,0.8%,,,,,
3/18/2025,82.64,82.39,83.02,81.95,4.58M,0.27%,0.3%,,,,,
3/19/2025,83.9,82.8,84.44,82.19,3.75M,1.52%,1.5%,,,,,
3/20/2025,83.93,83.26,84.37,83.15,3.12M,0.04%,0.0%,,,,,
3/21/2025,83.55,83.62,84.14,82.67,9.72M,-0.45%,0.5%,,,,,
3/24/2025,84.7,84.6,85.42,84.26,2.61M,1.38%,1.4%,,,,,
3/25/2025,85.25,85.15,85.95,84.59,2.54M,0.65%,0.7%,,,,,
3/26/2025,85.09,85.62,86.07,84.63,2.45M,-0.19%,0.2%,,,,,
3/27/2025,84.48,84.94,85.22,83.86,3.17M,-0.72%,0.7%,,,,,
3/28/2025,82.71,84.24,84.85,82.48,2.64M,-2.10%,2.1%,,,,,
3/31/2025,83.87,81.81,84.31,81.34,4.25M,1.40%,1.4%,,,,,
4/1/2025,83.77,83.73,84.15,82.58,2.88M,-0.12%,0.1%,,,,,
4/2/2025,84.22,83.01,84.55,82.56,3.19M,0.54%,0.5%,,,,,
4/3/2025,79.91,81.24,81.95,79.78,5.26M,-5.12%,5.1%,,,,,
4/4/2025,73.31,77.04,78.73,72.93,6.70M,-8.26%,8.3%,,,,,
4/7/2025,74.09,71.34,76.31,70.46,7.46M,1.06%,1.1%,,,,,
4/8/2025,73.5,76.96,77.66,72.13,4.83M,-0.80%,0.8%,,,,,
4/9/2025,79.35,72.11,80.15,72.11,6.40M,7.96%,8.0%,,,,,
4/10/2025,76.61,77.63,78.52,74.63,5.39M,-3.45%,3.5%,,,,,
4/11/2025,77.67,73.61,78.67,72.5,6.80M,1.38%,1.4%,,,,,
4/14/2025,77.52,78.02,79.05,76.93,4.44M,-0.19%,0.2%,,,,,
4/15/2025,77.77,78.23,79.06,77.44,3.81M,0.32%,0.3%,,,,,
4/16/2025,75.73,77.68,77.83,75.21,5.15M,-2.62%,2.6%,,,,,
4/17/2025,76.34,75.95,77.5,75.26,4.32M,0.81%,0.8%,,,,,
4/21/2025,74.04,75.39,75.73,73.55,2.63M,-3.01%,3.0%,,,,,
4/22/2025,76.31,75.4,76.71,75.35,3.79M,3.07%,3.1%,,,,,
4/23/2025,77.73,77.91,79.68,77.48,3.76M,1.86%,1.9%,,,,,
4/24/2025,78.72,77.69,79.22,77.49,4.90M,1.27%,1.3%,,,,,
4/25/2025,78.65,78.71,79.16,78.17,2.51M,-0.09%,0.1%,,,,,
4/28/2025,78.91,78.95,79.5,78.53,3.00M,0.33%,0.3%,,,,,
4/29/2025,80.04,78.75,80.36,78.56,3.14M,1.43%,1.4%,,,,,
4/30/2025,80.41,78.88,80.6,77.77,4.86M,0.46%,0.5%,,,,,
5/1/2025,80.91,80.01,81.53,79.72,3.28M,0.62%,0.6%,,,,,
5/2/2025,82.14,82.35,83.31,81.97,4.34M,1.52%,1.5%,,,,,
5/5/2025,82.18,81.47,82.78,81.19,2.71M,0.05%,0.1%,,,,,
5/6/2025,82.91,81.12,83.55,81.12,4.37M,0.89%,0.9%,,,,,
5/7/2025,83.95,82.91,84.26,82.91,4.83M,1.25%,1.3%,,,,,
5/8/2025,85.5,84.54,86.19,84.54,4.47M,1.85%,1.9%,,,,,
5/9/2025,85.91,86,86.38,85.69,3.86M,0.48%,0.5%,,,,,
5/12/2025,87.1,87.96,88.55,86.52,4.65M,1.39%,1.4%,,,,,
5/13/2025,87.93,87.25,88.46,86.97,3.07M,0.95%,1.0%,,,,,
5/14/2025,87.94,88.07,88.23,87.62,3.01M,0.01%,0.0%,,,,,
5/15/2025,89.39,87.88,89.53,87.76,3.69M,1.65%,1.7%,,,,,
5/16/2025,90.07,89.61,90.5,89.35,6.29M,0.76%,0.8%,,,,,
5/19/2025,90.33,89.64,90.63,89,3.43M,0.29%,0.3%,,,,,
5/20/2025,90.1,89.83,90.42,89.49,3.29M,-0.25%,0.3%,,,,,
5/21/2025,88.9,89.65,89.97,88.83,6.47M,-1.33%,1.3%,,,,,
5/22/2025,89.18,88.75,89.65,88.53,3.70M,0.31%,0.3%,,,,,
5/23/2025,89.09,88.17,89.49,87.88,2.97M,-0.10%,0.1%,,,,,
5/27/2025,90.23,89.55,90.27,89.19,3.79M,1.28%,1.3%,,,,,
5/28/2025,88.8,90.06,90.23,88.74,3.22M,-1.58%,1.6%,,,,,
5/29/2025,89.07,89.35,89.87,88.52,3.77M,0.30%,0.3%,,,,,
5/30/2025,88.61,88.8,88.85,87.96,6.34M,-0.52%,0.5%,,,,,
6/2/2025,88.98,88.2,89.01,87.8,2.45M,0.42%,0.4%,,,,,
6/3/2025,89.32,88.78,89.8,88.44,3.20M,0.38%,0.4%,,,,,
6/4/2025,88.33,89.22,89.66,88.32,4.03M,-1.11%,1.1%,,,,,
6/5/2025,88.58,88.59,88.88,88.13,3.21M,0.28%,0.3%,,,,,
6/6/2025,90.32,89.41,90.39,89.12,2.26M,1.96%,2.0%,,,,,
6/9/2025,90.01,90.31,90.5,89.7,2.54M,-0.34%,0.3%,,,,,
6/10/2025,90,89.68,90.46,89.48,2.75M,-0.01%,0.0%,,,,,
6/11/2025,89.56,89.84,90.11,89.28,3.07M,-0.49%,0.5%,,,,,
6/12/2025,89.71,89.1,89.71,88.69,3.00M,0.17%,0.2%,,,,,
6/13/2025,88.6,88.73,89.61,88.19,3.53M,-1.24%,1.2%,,,,,
6/16/2025,90.49,89.24,90.56,88.8,3.94M,2.13%,2.1%,,,,,
6/17/2025,89.77,90.04,90.54,89.17,3.62M,-0.80%,0.8%,,,,,
6/18/2025,91.6,89.95,92.08,89.86,5.01M,2.04%,2.0%,,,,,
6/20/2025,91.62,92.12,92.64,91.52,6.11M,0.02%,0.0%,,,,,
6/23/2025,89.63,90.99,90.99,87.41,9.34M,-2.17%,2.2%,,,,,
6/24/2025,91.2,90.39,91.56,90.22,3.91M,1.75%,1.8%,,,,,
6/25/2025,90,91.38,91.42,89.79,4.50M,-1.32%,1.3%,,,,,
6/26/2025,90.04,90.21,90.57,89.75,4.53M,0.04%,0.0%,,,,,
6/27/2025,91.18,90.04,91.77,89.45,6.28M,1.27%,1.3%,,,,,
6/30/2025,91.11,91.68,91.96,90.35,5.60M,-0.08%,0.1%,,,,,
7/1/2025,90.65,90.74,91.11,89.64,4.34M,-0.50%,0.5%,,,,,
7/2/2025,92.09,90.94,92.3,90.58,4.26M,1.59%,1.6%,,,,,
7/3/2025,92.43,92.19,92.85,91.96,2.41M,0.37%,0.4%,,,,,
7/7/2025,93.25,92.67,93.79,92.47,4.35M,0.89%,0.9%,,,,,
7/8/2025,92.69,93.25,93.54,92.47,4.32M,-0.60%,0.6%,,,,,
7/9/2025,93.05,93.43,93.71,92.82,3.99M,0.39%,0.4%,,,,,
7/10/2025,93.66,93,93.93,92.66,4.66M,0.66%,0.7%,,,,,
7/11/2025,93.72,93.11,93.8,92.67,4.28M,0.06%,0.1%,,,,,
7/14/2025,95.25,93.69,95.36,93.38,7.01M,1.63%,1.6%,,,,,
7/15/2025,95.16,93.7,96.47,93.46,8.71M,-0.09%,0.1%,,,,,
7/16/2025,95.49,96,96,93.37,5.44M,0.35%,0.4%,,,,,
7/17/2025,97.92,95.34,98.16,95.13,5.69M,2.54%,2.5%,,,,,
7/18/2025,98.84,98,99.04,97.7,5.66M,0.94%,0.9%,,,,,
7/21/2025,98.6,98.7,99.42,98.01,3.34M,-0.24%,0.2%,,,,,
7/22/2025,98.9,98.79,99.23,98.03,3.24M,0.30%,0.3%,,,,,
7/23/2025,99.63,99.5,99.83,98.37,3.86M,0.74%,0.7%,,,,,
7/24/2025,99.97,99.94,101.03,99.5,4.25M,0.34%,0.3%,,,,,
7/25/2025,100.92,99.44,101.16,98.77,4.12M,0.95%,1.0%,,,,,
7/28/2025,100.63,100.92,100.97,100.2,2.33M,-0.29%,0.3%,,,,,
7/29/2025,101.87,101.37,102.02,100.89,3.56M,1.23%,1.2%,,,,,
7/30/2025,102.3,101.67,103.16,101.51,3.19M,0.42%,0.4%,,,,,
7/31/2025,101.45,102.03,102.7,101.1,4.08M,-0.83%,0.8%,,,,,
8/1/2025,99.81,100.34,100.56,98.4,3.67M,-1.62%,1.6%,,,,,
8/4/2025,101.41,100.46,101.57,100.24,2.34M,1.60%,1.6%,,,,,
8/5/2025,100.66,101.86,102,100.23,3.63M,-0.74%,0.7%,,,,,
8/6/2025,102.29,101.01,102.39,100.66,3.77M,1.62%,1.6%,,,,,
8/7/2025,102.21,102.79,103.41,101.42,4.10M,-0.08%,0.1%,,,,,
8/8/2025,103.09,102.81,103.97,102.36,3.08M,0.86%,0.9%,,,,,
8/11/2025,103.27,103.17,103.74,102.74,2.81M,0.17%,0.2%,,,,,
8/12/2025,103.61,103.65,104.47,103.36,2.87M,0.33%,0.3%,,,,,
8/13/2025,101.91,103.53,104.08,100.08,4.61M,-1.64%,1.6%,,,,,
8/14/2025,103.35,103.95,103.99,102.16,2.94M,1.41%,1.4%,,,,,
8/15/2025,101,103.36,103.51,100.83,3.74M,-2.27%,2.3%,,,,,
8/18/2025,101.74,100.91,101.82,100.83,2.97M,0.73%,0.7%,,,,,
8/19/2025,101.08,101.27,102.13,100.84,3.21M,-0.65%,0.7%,,,,,
8/20/2025,101.25,100.79,101.62,99.67,2.58M,0.17%,0.2%,,,,,
8/21/2025,101.78,101.01,101.9,100.44,2.45M,0.52%,0.5%,,,,,
8/22/2025,102.54,102.15,103.13,101.9,3.47M,0.75%,0.8%,,,,,
8/25/2025,103.12,102.3,103.67,101.71,2.47M,0.57%,0.6%,,,,,
8/26/2025,104.59,102.89,104.76,102.55,3.62M,1.43%,1.4%,,,,,
8/27/2025,105.03,104.46,105.51,104.3,2.38M,0.42%,0.4%,,,,,
8/28/2025,106.1,105.02,106.3,104.71,2.78M,1.02%,1.0%,,,,,
8/29/2025,105.6,106.24,106.57,104.92,2.93M,-0.47%,0.5%,,,,,
9/2/2025,104.7,104.54,105,103.34,3.31M,-0.85%,0.9%,,,,,
9/3/2025,104.68,104.69,105.03,103.61,2.26M,-0.02%,0.0%,,,,,
9/4/2025,105.56,105.11,105.69,104.78,2.31M,0.84%,0.8%,,,,,
9/5/2025,103.69,105.65,106.06,102.89,2.78M,-1.77%,1.8%,,,,,
9/8/2025,104.02,103.84,104.65,103.49,3.06M,0.32%,0.3%,,,,,
9/9/2025,104.77,103.89,106.18,103.17,3.92M,0.72%,0.7%,,,,,
9/10/2025,104,104.51,104.96,102.63,2.74M,-0.73%,0.7%,,,,,
9/11/2025,105.6,104,106.33,103.66,3.70M,1.54%,1.5%,,,,,
9/12/2025,106.48,105.16,106.52,105.05,2.61M,0.83%,0.8%,,,,,
9/15/2025,106.42,107.01,107.01,106.1,2.52M,-0.06%,0.1%,,,,,
9/16/2025,105.49,106.44,107,104.77,2.37M,-0.87%,0.9%,,,,,
9/17/2025,107.01,105.83,107.21,105.81,2.94M,1.44%,1.4%,,,,,
9/18/2025,108.52,107.14,108.7,106.81,2.78M,1.41%,1.4%,,,,,
9/19/2025,108.71,108.8,109.21,108.17,8.77M,0.18%,0.2%,,,,,
9/22/2025,109.46,107.95,109.71,107.27,2.91M,0.69%,0.7%,,,,,
9/23/2025,108.66,109.27,110.87,108.1,2.28M,-0.73%,0.7%,,,,,
9/24/2025,108.11,109.18,109.5,107.82,2.29M,-0.51%,0.5%,,,,,
9/25/2025,109.08,108.17,109.47,107.65,2.96M,0.90%,0.9%,,,,,
9/26/2025,109.53,109.27,110.28,108.88,2.10M,0.41%,0.4%,,,,,
9/29/2025,109.75,110.07,110.16,108.7,2.46M,0.20%,0.2%,,,,,
9/30/2025,108.96,109.33,110.75,108.07,3.71M,-0.72%,0.7%,,,,,
10/1/2025,106.83,108.58,109.07,106.78,2.59M,-1.95%,2.0%,,,,,
10/2/2025,106.38,107.07,107.32,105.78,3.01M,-0.42%,0.4%,,,,,
10/3/2025,106.6,107.17,107.56,105.72,3.61M,0.21%,0.2%,,,,,
10/6/2025,106.43,106.81,107.5,105.37,2.58M,-0.16%,0.2%,,,,,
10/7/2025,106.93,106.61,107.19,106,2.40M,0.47%,0.5%,,,,,
10/8/2025,106.01,107.5,107.53,105.43,3.41M,-0.86%,0.9%,,,,,
10/9/2025,106.82,106.45,107.39,105.79,3.18M,0.76%,0.8%,,,,,
10/10/2025,104.54,107.17,107.41,104.37,3.81M,-2.13%,2.1%,,,,,
10/13/2025,106.3,105.55,106.71,104.54,3.05M,1.68%,1.7%,,,,,
10/14/2025,107.11,105.78,108.2,105.5,4.09M,0.76%,0.8%,,,,,
10/15/2025,108.93,107.97,109.24,106.77,5.55M,1.70%,1.7%,,,,,
10/16/2025,106.72,107.7,110.19,106.03,6.86M,-2.03%,2.0%,,,,,
10/17/2025,105.98,107.1,107.1,103.11,7.93M,-0.69%,0.7%,,,,,
10/20/2025,108.5,106.52,109.05,106.52,3.98M,2.38%,2.4%,,,,,
10/21/2025,107,108.33,108.67,107,4.88M,-1.38%,1.4%,,,,,
10/22/2025,107.03,107.14,107.48,105.36,3.37M,0.03%,0.0%,,,,,
10/23/2025,106.68,107.37,107.37,106.24,2.72M,-0.33%,0.3%,,,,,
10/24/2025,107.99,107.25,108.58,107.25,2.25M,1.23%,1.2%,,,,,
10/27/2025,107.58,108.17,108.45,107.52,2.32M,-0.38%,0.4%,,,,,
10/28/2025,108.45,107.98,108.92,107.47,3.16M,0.81%,0.8%,,,,,
10/29/2025,107.05,108.13,108.46,106.62,4.26M,-1.29%,1.3%,,,,,
10/30/2025,107.92,106.73,108.76,106.48,2.37M,0.81%,0.8%,,,,,
10/31/2025,107.93,107.32,108.28,106.71,2.77M,0.01%,0.0%,,,,,
11/3/2025,108.06,108.02,108.54,106.86,3.39M,0.12%,0.1%,,,,,
11/4/2025,108,107.07,108.57,106.26,3.74M,-0.06%,0.1%,,,,,
11/5/2025,108.69,108.18,109.06,107.29,2.04M,0.64%,0.6%,,,,,
11/6/2025,108.42,108.53,109.04,107.74,3.25M,-0.25%,0.3%,,,,,
11/7/2025,109.64,108.06,109.67,107.36,3.29M,1.13%,1.1%,,,,,
11/10/2025,110.96,109.55,111.46,109.45,2.55M,1.20%,1.2%,,,,,
11/11/2025,111.25,110.9,111.93,110.87,2.09M,0.26%,0.3%,,,,,
11/12/2025,112.64,111.82,113.74,111.61,3.09M,1.25%,1.3%,,,,,
11/13/2025,111.04,112.25,112.86,110.75,2.83M,-1.42%,1.4%,,,,,
11/14/2025,110.48,110.62,112.01,109.5,4.47M,-0.50%,0.5%,,,,,
11/17/2025,106.77,110.46,110.73,106.7,3.55M,-3.36%,3.4%,,,,,
11/18/2025,107.5,106.5,108.13,105.85,3.77M,0.68%,0.7%,,,,,
11/19/2025,107.51,107.28,108.14,106.86,3.24M,0.01%,0.0%,,,,,
11/20/2025,106.46,108.79,109.62,106.22,2.57M,-0.98%,1.0%,,,,,
11/21/2025,106.43,106.95,107.62,105.42,4.20M,-0.03%,0.0%,,,,,
11/24/2025,108.07,106.6,108.2,105.49,5.51M,1.54%,1.5%,,,,,
11/25/2025,109.13,108.45,109.3,107.41,3.16M,0.98%,1.0%,,,,,
11/26/2025,111.39,109.6,112.01,109.27,3.08M,2.07%,2.1%,,,,,
11/28/2025,112.1,112.06,112.73,111.45,1.72M,0.64%,0.6%,,,,,
12/1/2025,111.81,111.77,112.64,111.43,2.89M,-0.26%,0.3%,,,,,
12/2/2025,112.08,112.23,113.03,111.81,2.96M,0.24%,0.2%,,,,,
12/3/2025,113.09,112.1,113.77,112,2.60M,0.90%,0.9%,,,,,
12/4/2025,113.95,113.21,114.43,113.21,2.56M,0.76%,0.8%,,,,,
12/5/2025,114.02,113.41,114.96,113.4,2.63M,0.06%,0.1%,,,,,
12/8/2025,114.44,114.39,114.99,113.78,3.06M,0.37%,0.4%,,,,,
12/9/2025,115.93,114.55,117.29,114.51,3.83M,1.30%,1.3%,,,,,
12/10/2025,118.38,116.16,118.88,114.7,5.26M,2.11%,2.1%,,,,,
12/11/2025,118.68,117.85,119.4,117.58,4.79M,0.25%,0.3%,,,,,
12/12/2025,117.03,118.97,119.18,116.75,3.42M,-1.39%,1.4%,,,,,
12/15/2025,116.96,117.56,118.02,116.5,3.55M,-0.06%,0.1%,,,,,
12/16/2025,114.35,117.03,117.06,114.08,5.19M,-2.23%,2.2%,,,,,
12/17/2025,113.56,114.35,115.44,113.45,3.77M,-0.69%,0.7%,,,,,
12/18/2025,114.45,114.35,115.31,113.91,2.88M,0.78%,0.8%,,,,,
12/19/2025,115.84,114.58,116.09,114.58,8.47M,1.21%,1.2%,,,,,
12/22/2025,117.26,116.39,117.59,116.04,3.83M,1.23%,1.2%,,,,,
12/23/2025,117.22,117.2,118.13,116.96,2.66M,-0.03%,0.0%,,,,,
12/24/2025,118.22,117.33,118.43,117.02,1.42M,0.85%,0.9%,,,,,
12/26/2025,117.47,118.02,118.36,117.28,1.53M,-0.63%,0.6%,,,,,
12/29/2025,117.47,117.61,118,117.04,2.69M,0.00%,0.0%,,,,,
12/30/2025,116.87,117.69,117.69,116.58,2.21M,-0.51%,0.5%,,,,,
12/31/2025,116.09,117,117.1,116.04,1.91M,-0.67%,0.7%,,,,,
1/2/2026,117.04,116.01,117.06,115.31,3.17M,0.82%,0.8%,,,,,
1/5/2026,121.04,117.5,122.36,117.15,6.01M,3.42%,3.4%,,,,,
1/6/2026,121.31,122.01,122.04,119.86,3.61M,0.22%,0.2%,,,,,
1/7/2026,120.45,121.62,122.11,120.18,2.82M,-0.71%,0.7%,,,,,
1/8/2026,120.05,120.32,121.28,119.41,2.87M,-0.33%,0.3%,,,,,
1/9/2026,119.04,119.73,120.78,119.02,3.00M,-0.84%,0.8%,,,,,
1/12/2026,120.66,119.05,120.7,118.5,3.79M,1.36%,1.4%,,,,,
1/13/2026,122.93,121.26,123.01,119.88,7.29M,1.88%,1.9%,,,,,
1/14/2026,124.59,122.89,124.93,122.67,6.13M,1.35%,1.4%,,,,,
1/15/2026,123.97,125.23,125.89,123.08,3.70M,-0.50%,0.5%,,,,,
1/16/2026,121.33,123.78,124.35,121.27,4.72M,-2.13%,2.1%,,,,,
1/20/2026,120.68,119.84,121.78,119.4,5.03M,-0.54%,0.5%,,,,,
1/21/2026,119.76,121,121.82,119.18,4.29M,-0.76%,0.8%,,,,,
1/22/2026,120.18,120.72,121.47,119.95,3.44M,0.35%,0.4%,,,,,
1/23/2026,117.61,119.15,119.52,117.35,3.86M,-2.14%,2.1%,,,,,
1/26/2026,119.02,118.14,119.18,117.68,3.01M,1.20%,1.2%,,,,,
